번호,신고일,구정보,주소,유형,조치일
20753,2021-12-28,영등포구,서울특별시 영등포구 대림동 698-2,보도와 차도가 구분된 도로의 차도,2021-12-28
20754,2021-12-28,관악구,서울특별시 관악구 신림동 149,"버스정류장, 택시 승강장",2021-12-28
20755,2021-12-28,영등포구,서울특별시 영등포구 대림동 698-2,보도와 차도가 구분된 도로의 차도,2021-12-28
20756,2021-12-28,관악구,서울특별시 관악구 신림동 149,"버스정류장, 택시 승강장",2021-12-28
20757,2021-12-28,영등포구,서울특별시 영등포구 여의도동 6,"횡단보도, 산책로 등",2021-12-28
20758,2021-12-28,영등포구,서울특별시 영등포구 여의도동 21-2,"횡단보도, 산책로 등",2021-12-28
20759,2021-12-28,동작구,서울특별시 동작구 상도동 533-1,"점자블록, 엘리베이터 입구",2021-12-28
20760,2021-12-28,영등포구,서울특별시 영등포구 여의도동 21-2,"횡단보도, 산책로 등",2021-12-28
20761,2021-12-28,영등포구,서울특별시 영등포구 여의도동 61-5,"점자블록, 엘리베이터 입구",2021-12-28
20762,2021-12-28,영등포구,서울특별시 영등포구 여의도동 21-2,"점자블록, 엘리베이터 입구",2021-12-28
20763,2021-12-28,구로구,서울특별시 구로구 구로동 197-33,보도와 차도가 구분된 도로의 차도,2021-12-28
20764,2021-12-28,영등포구,서울특별시 영등포구 대림동 646-4,보도와 차도가 구분된 도로의 차도,2021-12-28
20765,2021-12-28,용산구,서울특별시 용산구 한강로2가 4-20,보도와 차도가 구분된 도로의 차도,2021-12-28
20766,2021-12-28,동작구,서울특별시 동작구 상도동 531,"점자블록, 엘리베이터 입구",2021-12-28
20767,2021-12-28,구로구,서울특별시 구로구 구로동 222-14,보도와 차도가 구분된 도로의 차도,2021-12-28
20768,2021-12-28,영등포구,서울특별시 영등포구 여의도동 28-4,"횡단보도, 산책로 등",2021-12-28
20769,2021-12-28,관악구,서울특별시 관악구 봉천동 976-6,"횡단보도, 산책로 등",2021-12-28
20770,2021-12-28,용산구,서울특별시 용산구 효창동 4-2,"횡단보도, 산책로 등",2021-12-28
20771,2021-12-28,용산구,서울특별시 용산구 한강로2가 15-11,"버스정류장, 택시 승강장",2021-12-28
20772,2021-12-28,영등포구,서울특별시 영등포구 여의도동 24-5,보도와 차도가 구분된 도로의 차도,2021-12-28
20773,2021-12-28,영등포구,서울특별시 영등포구 여의도동 3,보도와 차도가 구분된 도로의 차도,2021-12-28
20774,2021-12-28,송파구,서울특별시 송파구 방이동 217-2,"횡단보도, 산책로 등",2021-12-28
20775,2021-12-28,관악구,서울특별시 관악구 봉천동 979-8,지하철역 진출입로 및 주변,2021-12-28
20776,2021-12-28,중랑구,서울특별시 중랑구 묵동 8,보도 중앙,2021-12-28
20777,2021-12-28,중랑구,서울특별시 중랑구 묵동 163-1,"횡단보도, 산책로 등",2021-12-28
20778,2021-12-28,영등포구,서울특별시 영등포구 여의도동 4-4,보도와 차도가 구분된 도로의 차도,2021-12-28
20779,2021-12-28,동작구,서울특별시 동작구 상도1동 508-1,"버스정류장, 택시 승강장",2021-12-28
20780,2021-12-28,송파구,서울특별시 송파구 방이동 167,"버스정류장, 택시 승강장",2021-12-28
20781,2021-12-28,용산구,서울특별시 용산구 원효로3가 51-23,"횡단보도, 산책로 등",2021-12-28
20782,2021-12-28,성북구,서울특별시 성북구 삼선동1가 208-2,보도와 차도가 구분된 도로의 차도,2021-12-28
20783,2021-12-28,송파구,서울특별시 송파구 방이동 181-8,"버스정류장, 택시 승강장",2021-12-28
20784,2021-12-28,용산구,서울특별시 용산구 남영동 86-2,보도 중앙,2021-12-28
20785,2021-12-28,용산구,서울특별시 용산구 남영동 82-5,보도 중앙,2021-12-28
20786,2021-12-28,관악구,서울특별시 관악구 신림동 1642-14,기타,2021-12-28
20787,2021-12-28,관악구,서울특별시 관악구 신림동 1642-14,기타,2021-12-28
20788,2021-12-28,관악구,서울특별시 관악구 신림동 1642-14,기타,2021-12-28
20789,2021-12-28,관악구,서울특별시 관악구 신림동 1642-14,기타,2021-12-28
20790,2021-12-29,용산구,서울특별시 용산구 원효로2가 7-6,보도와 차도가 구분된 도로의 차도,2021-12-29
20791,2021-12-29,양천구,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,2021-12-29
20792,2021-12-29,양천구,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,2021-12-29
20793,2021-12-29,동작구,서울특별시 동작구 사당동 134-1,"버스정류장, 택시 승강장",2021-12-29
20794,2021-12-29,강북구,서울특별시 강북구 미아동 1364-1,"횡단보도, 산책로 등",2021-12-29
20795,2021-12-29,종로구,서울특별시 종로구 당주동 100-6,"횡단보도, 산책로 등",2021-12-29
20796,2021-12-29,도봉구,서울특별시 도봉구 쌍문동 59-1,"버스정류장, 택시 승강장",2021-12-29
20797,2021-12-29,양천구,서울특별시 양천구 신정동 1067,"점자블록, 엘리베이터 입구",2021-12-29
20798,2021-12-29,용산구,서울특별시 용산구 용문동 5-133,지하철역 진출입로 및 주변,2021-12-29
20799,2021-12-29,은평구,서울특별시 은평구 역촌동 1-12,"횡단보도, 산책로 등",2021-12-29
20800,2021-12-29,용산구,서울특별시 용산구 용문동 5-133,지하철역 진출입로 및 주변,2021-12-29
20801,2021-12-29,은평구,서울특별시 은평구 대조동 207-16,보도와 차도가 구분된 도로의 차도,2021-12-29
20802,2021-12-29,양천구,서울특별시 양천구 신월동 258,"횡단보도, 산책로 등",2021-12-29
20803,2021-12-29,강북구,서울특별시 강북구 수유동 140,"횡단보도, 산책로 등",2021-12-29
20804,2021-12-29,강북구,서울특별시 강북구 수유동 45-25,"횡단보도, 산책로 등",2021-12-29
20805,2021-12-29,구로구,서울특별시 구로구 구로동 390-5,"버스정류장, 택시 승강장",2021-12-29
20806,2021-12-29,영등포구,서울특별시 영등포구 당산동5가 9-12,"횡단보도, 산책로 등",2021-12-29
20807,2021-12-29,노원구,서울특별시 노원구 공릉동 678-1,지하철역 진출입로 및 주변,2021-12-29
20808,2021-12-29,강북구,서울특별시 강북구 수유동 611-6,보도와 차도가 구분된 도로의 차도,2021-12-29
20809,2021-12-29,강서구,서울특별시 강서구 화곡동 1089-54,지하철역 진출입로 및 주변,2021-12-29
20810,2021-12-29,강서구,서울특별시 강서구 화곡동 1089-54,지하철역 진출입로 및 주변,2021-12-29
20811,2021-12-29,강서구,서울특별시 강서구 화곡동 1089-54,지하철역 진출입로 및 주변,2021-12-29
20812,2021-12-29,강북구,서울특별시 강북구 미아동 196-2,보도와 차도가 구분된 도로의 차도,2021-12-29
20813,2021-12-29,노원구,서울특별시 노원구 공릉동 481-6,"횡단보도, 산책로 등",2021-12-29
20814,2021-12-29,강동구,서울특별시 강동구 상일동 176,"횡단보도, 산책로 등",2021-12-29
20815,2021-12-29,성동구,서울특별시 성동구 성수동1가 656-853,지하철역 진출입로 및 주변,2021-12-29
20816,2021-12-29,구로구,서울특별시 구로구 구로동 222-14,보도와 차도가 구분된 도로의 차도,2021-12-29
20817,2021-12-29,노원구,서울특별시 노원구 하계동 278-5,보도와 차도가 구분된 도로의 차도,2021-12-29
20818,2021-12-29,강동구,서울특별시 강동구 강일동 686-1,"횡단보도, 산책로 등",2021-12-29
20819,2021-12-29,노원구,서울특별시 노원구 월계동 777-1,"횡단보도, 산책로 등",2021-12-29
20820,2021-12-29,중랑구,서울특별시 중랑구 상봉동 497,"횡단보도, 산책로 등",2021-12-29
20821,2021-12-29,성동구,서울특별시 성동구 성수동2가 277-72,"점자블록, 엘리베이터 입구",2021-12-29
20822,2021-12-29,종로구,서울특별시 종로구 수송동 61,보도와 차도가 구분된 도로의 차도,2021-12-29
20823,2021-12-29,양천구,서울특별시 양천구 목동 905,"횡단보도, 산책로 등",2021-12-29
20824,2021-12-29,양천구,서울특별시 양천구 목동 903-6,"횡단보도, 산책로 등",2021-12-29
20825,2021-12-29,양천구,서울특별시 양천구 목동 901-7,"횡단보도, 산책로 등",2021-12-29
20826,2021-12-29,용산구,서울특별시 용산구 이촌동 409,보도와 차도가 구분된 도로의 차도,2021-12-29
20827,2021-12-29,용산구,서울특별시 용산구 한강로2가 422-1,보도 중앙,2021-12-29
20828,2021-12-29,양천구,서울특별시 양천구 목동 514-3,지하철역 진출입로 및 주변,2021-12-29
20829,2021-12-29,영등포구,서울특별시 영등포구 여의도동 12,"횡단보도, 산책로 등",2021-12-29
20830,2021-12-29,영등포구,서울특별시 영등포구 여의도동 21-2,"횡단보도, 산책로 등",2021-12-29
20831,2021-12-29,양천구,서울특별시 양천구 목동 901-3,"버스정류장, 택시 승강장",2021-12-29
20832,2021-12-29,영등포구,서울특별시 영등포구 여의도동 6,"횡단보도, 산책로 등",2021-12-29
20833,2021-12-29,양천구,서울특별시 양천구 목동 404-171,"횡단보도, 산책로 등",2021-12-29
20834,2021-12-29,도봉구,서울특별시 도봉구 창동 445-2,"버스정류장, 택시 승강장",2021-12-29
20835,2021-12-29,양천구,서울특별시 양천구 목동 404-160,지하철역 진출입로 및 주변,2021-12-29
20836,2021-12-29,용산구,서울특별시 용산구 동자동 38-2,보도와 차도가 구분된 도로의 차도,2021-12-29
20837,2021-12-29,송파구,서울특별시 송파구 문정동 150-1,"횡단보도, 산책로 등",2021-12-29
20838,2021-12-29,종로구,서울특별시 종로구 관훈동 145-1,"횡단보도, 산책로 등",2021-12-29
20839,2021-12-29,영등포구,서울특별시 영등포구 여의도동 2-11,"버스정류장, 택시 승강장",2021-12-29
20840,2021-12-29,노원구,서울특별시 노원구 공릉동 436-3,"점자블록, 엘리베이터 입구",2021-12-29
20841,2021-12-29,송파구,서울특별시 송파구 석촌동 318,"점자블록, 엘리베이터 입구",2021-12-29
20842,2021-12-29,양천구,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구",2021-12-29
20843,2021-12-29,양천구,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구",2021-12-29
20844,2021-12-29,관악구,서울특별시 관악구 신림동 1641-2,지하철역 진출입로 및 주변,2021-12-29
20845,2021-12-29,양천구,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구",2021-12-29
20846,2021-12-29,동작구,서울특별시 동작구 노량진동 324-2,보도와 차도가 구분된 도로의 차도,2021-12-29
20847,2021-12-29,송파구,서울특별시 송파구 문정동 649,"점자블록, 엘리베이터 입구",2021-12-29
20848,2021-12-29,용산구,서울특별시 용산구 서계동 130-1,보도 중앙,2021-12-29
20849,2021-12-29,노원구,서울특별시 노원구 공릉동 374-2,보도와 차도가 구분된 도로의 차도,2021-12-29
20850,2021-12-29,양천구,서울특별시 양천구 신정동 1013-11,"점자블록, 엘리베이터 입구",2021-12-29
20851,2021-12-29,동작구,서울특별시 동작구 노량진동 315-125,지하철역 진출입로 및 주변,2021-12-29
20852,2021-12-29,관악구,서울특별시 관악구 봉천동 979-7,지하철역 진출입로 및 주변,2021-12-29
20853,2021-12-29,송파구,서울특별시 송파구 송파동 188-5,"점자블록, 엘리베이터 입구",2021-12-29
20854,2021-12-29,중랑구,서울특별시 중랑구 면목동 56-11,보도 중앙,2021-12-29
20855,2021-12-29,노원구,서울특별시 노원구 공릉동 385-4,지하철역 진출입로 및 주변,2021-12-29
20856,2021-12-29,송파구,서울특별시 송파구 문정동 158-1,"횡단보도, 산책로 등",2021-12-29
20857,2021-12-29,용산구,서울특별시 용산구 서계동 47-2,보도 중앙,2021-12-29
20858,2021-12-29,강서구,서울특별시 강서구 화곡동 1089-40,지하철역 진출입로 및 주변,2021-12-29
20859,2021-12-29,노원구,서울특별시 노원구 공릉동 385-4,지하철역 진출입로 및 주변,2021-12-29
20860,2021-12-29,관악구,서울특별시 관악구 봉천동 979-2,보도와 차도가 구분된 도로의 차도,2021-12-29
20861,2021-12-29,강서구,서울특별시 강서구 화곡동 1065-28,지하철역 진출입로 및 주변,2021-12-29
20862,2021-12-29,영등포구,서울특별시 영등포구 문래동6가 10-1,"횡단보도, 산책로 등",2021-12-29
20863,2021-12-29,강서구,서울특별시 강서구 화곡동 1065-28,지하철역 진출입로 및 주변,2021-12-29
20864,2021-12-29,송파구,서울특별시 송파구 가락동 100-2,"버스정류장, 택시 승강장",2021-12-29
20865,2021-12-29,관악구,서울특별시 관악구 봉천동 979-2,지하철역 진출입로 및 주변,2021-12-29
20866,2021-12-29,양천구,서울특별시 양천구 신월동 629-1,"횡단보도, 산책로 등",2021-12-29
20867,2021-12-29,노원구,서울특별시 노원구 공릉동 441-23,"버스정류장, 택시 승강장",2021-12-29
20868,2021-12-29,성북구,서울특별시 성북구 안암동5가 126-1,보도와 차도가 구분된 도로의 차도,2021-12-29
20869,2021-12-29,동작구,서울특별시 동작구 사당동 144-4,"횡단보도, 산책로 등",2021-12-29
20870,2021-12-29,송파구,서울특별시 송파구 가락동 214-2,"버스정류장, 택시 승강장",2021-12-29
20871,2021-12-29,노원구,서울특별시 노원구 상계동 729,"버스정류장, 택시 승강장",2021-12-29
20872,2021-12-29,노원구,서울특별시 노원구 상계동 747,"버스정류장, 택시 승강장",2021-12-29
20873,2021-12-29,노원구,서울특별시 노원구 공릉동 172-3,보도와 차도가 구분된 도로의 차도,2021-12-29
20874,2021-12-29,용산구,서울특별시 용산구 갈월동 64-1,보도 중앙,2021-12-29
20875,2021-12-29,관악구,서울특별시 관악구 봉천동 1728-3,보도와 차도가 구분된 도로의 차도,2021-12-29
20876,2021-12-29,노원구,서울특별시 노원구 상계동 729,"버스정류장, 택시 승강장",2021-12-29
20877,2021-12-29,양천구,서울특별시 양천구 신월동 630,"횡단보도, 산책로 등",2021-12-29
20878,2021-12-29,동작구,서울특별시 동작구 사당동 105,보도와 차도가 구분된 도로의 차도,2021-12-29
20879,2021-12-29,관악구,서울특별시 관악구 봉천동 1728-3,보도와 차도가 구분된 도로의 차도,2021-12-29
20880,2021-12-29,영등포구,서울특별시 영등포구 영등포동4가 442-5,"횡단보도, 산책로 등",2021-12-29
20881,2021-12-29,동작구,서울특별시 동작구 사당동 1159-1,"횡단보도, 산책로 등",2021-12-29
20882,2021-12-29,노원구,서울특별시 노원구 중계동 500-1,"버스정류장, 택시 승강장",2021-12-29
20883,2021-12-29,양천구,서울특별시 양천구 신정동 1079,지하철역 진출입로 및 주변,2021-12-29
20884,2021-12-29,관악구,서울특별시 관악구 남현동 1124,보도와 차도가 구분된 도로의 차도,2021-12-29
